Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Discounts %,Sales,COGS,COGS %,Profit,Profit Margin %,Profit Category,Date,Month Number,Month Name,Year
Government,Canada, VTT , Low ,943.5,250,350,330225,3302.25,1.00%,326922.75,245310,75.04%,81612.75,24.71%,Medium,4/1/2014,4, April ,2014
Enterprise,Mexico, Amarilla , High ,947,260,125,118375,13021.25,11.00%,105353.75,113640,107.87%,-8286.25,-7.00%,Low,9/1/2013,9, September ,2013
Enterprise,Canada, Velo , Medium ,952,120,125,119000,7140,6.00%,111860,114240,102.13%,-2380,-2.00%,Low,2/1/2014,2, February ,2014
Small Business,Mexico, Montana ,,958,5,300,287400,0,0.00%,287400,239500,83.33%,47900,16.67%,Medium,8/1/2014,8, August ,2014
Small Business,France, VTT , Medium ,959,250,300,287700,20139,7.00%,267561,239750,89.61%,27811,9.67%,Low,2/1/2014,2, February ,2014
Midmarket,Germany, Amarilla , Medium ,970,260,15,14550,1309.5,9.00%,13240.5,9700,73.26%,3540.5,24.33%,Medium,11/1/2013,11, November ,2013
Government,United States of America, Paseo , Medium ,973,10,20,19460,1751.4,9.00%,17708.6,9730,54.95%,7978.6,41.00%,High,3/1/2014,3, March ,2014
Midmarket,Mexico, Paseo ,,974,10,15,14610,0,0.00%,14610,9740,66.67%,4870,33.33%,Medium,2/1/2014,2, February ,2014
Government,Mexico, Montana , Medium ,980,5,350,343000,20580,6.00%,322420,254800,79.03%,67620,19.71%,Medium,4/1/2014,4, April ,2014
Government,United States of America, Montana , High ,982.5,5,350,343875,44703.75,13.00%,299171.25,255450,85.39%,43721.25,12.71%,Low,1/1/2014,1, January ,2014
Government,United States of America, Velo , High ,986,120,350,345100,41412,12.00%,303688,256360,84.42%,47328,13.71%,Low,10/1/2014,10, October ,2014
Government,United States of America, VTT , High ,986,250,350,345100,41412,12.00%,303688,256360,84.42%,47328,13.71%,Low,10/1/2014,10, October ,2014
Small Business,Germany, VTT , Low ,986,250,300,295800,2958,1.00%,292842,246500,84.18%,46342,15.67%,Medium,9/1/2014,9, September ,2014
Small Business,United States of America, Carretera , Medium ,991,3,300,297300,14865,5.00%,282435,247750,87.72%,34685,11.67%,Low,6/1/2014,6, June ,2014
Small Business,United States of America, Paseo , Medium ,991,10,300,297300,14865,5.00%,282435,247750,87.72%,34685,11.67%,Low,6/1/2014,6, June ,2014
Enterprise,Germany, Amarilla , Medium ,994,260,125,124250,8697.5,7.00%,115552.5,119280,103.23%,-3727.5,-3.00%,Low,9/1/2013,9, September ,2013
Government,Germany, Velo , Medium ,1001,120,20,20020,1201.2,6.00%,18818.8,10010,53.19%,8808.8,44.00%,High,8/1/2014,8, August ,2014
Channel Partners,Mexico, VTT , High ,1005,250,12,12060,1326.6,11.00%,10733.4,3015,28.09%,7718.4,64.00%,High,9/1/2013,9, September ,2013
Government,Germany, Paseo ,,1006,10,350,352100,0,0.00%,352100,261560,74.29%,90540,25.71%,Medium,6/1/2014,6, June ,2014
Government,Germany, Velo ,,1006,120,350,352100,0,0.00%,352100,261560,74.29%,90540,25.71%,Medium,6/1/2014,6, June ,2014
Small Business,United States of America, Carretera , High ,1010,3,300,303000,42420,14.00%,260580,252500,96.90%,8080,2.67%,Low,10/1/2014,10, October ,2014
Small Business,United States of America, VTT , High ,1010,250,300,303000,42420,14.00%,260580,252500,96.90%,8080,2.67%,Low,10/1/2014,10, October ,2014
Channel Partners,Germany, Paseo , High ,1013,10,12,12156,1580.28,13.00%,10575.72,3039,28.74%,7536.72,62.00%,High,12/1/2014,12, December ,2014
Channel Partners,Germany, Velo , High ,1013,120,12,12156,1580.28,13.00%,10575.72,3039,28.74%,7536.72,62.00%,High,12/1/2014,12, December ,2014
Government,Germany, Carretera , Medium ,1016,3,7,7112,355.6,5.00%,6756.4,5080,75.19%,1676.4,23.57%,Medium,11/1/2013,11, November ,2013
Enterprise,France, Carretera , High ,1023,3,125,127875,17902.5,14.00%,109972.5,122760,111.63%,-12787.5,-10.00%,Low,9/1/2013,9, September ,2013
Government,France, Paseo , Low ,1030,10,7,7210,72.1,1.00%,7137.9,5150,72.15%,1987.9,27.57%,Medium,5/1/2014,5, May ,2014
Government,France, Paseo , Medium ,1031,10,7,7217,505.19,7.00%,6711.81,5155,76.80%,1556.81,21.57%,Medium,9/1/2013,9, September ,2013
Government,France, Velo , Medium ,1033,120,20,20660,1033,5.00%,19627,10330,52.63%,9297,45.00%,High,12/1/2013,12, December ,2013
Government,Mexico, Paseo , Medium ,1038,10,20,20760,1868.4,9.00%,18891.6,10380,54.95%,8511.6,41.00%,High,6/1/2014,6, June ,2014
Government,Mexico, Amarilla , Medium ,1038,260,20,20760,1868.4,9.00%,18891.6,10380,54.95%,8511.6,41.00%,High,6/1/2014,6, June ,2014
Channel Partners,France, Paseo , Low ,1055,10,12,12660,253.2,2.00%,12406.8,3165,25.51%,9241.8,73.00%,High,12/1/2014,12, December ,2014
Channel Partners,France, Velo , Low ,1055,120,12,12660,253.2,2.00%,12406.8,3165,25.51%,9241.8,73.00%,High,12/1/2014,12, December ,2014
Government,United States of America, Paseo , Low ,1056,10,20,21120,844.8,4.00%,20275.2,10560,52.08%,9715.2,46.00%,High,9/1/2014,9, September ,2014
Enterprise,Mexico, Amarilla , Low ,1074,260,125,134250,5370,4.00%,128880,128880,100.00%,0,0.00%,Low,4/1/2014,4, April ,2014
Channel Partners,Mexico, Paseo , Low ,1084,10,12,13008,260.16,2.00%,12747.84,3252,25.51%,9495.84,73.00%,High,12/1/2014,12, December ,2014
Channel Partners,Mexico, Velo , Low ,1084,120,12,13008,260.16,2.00%,12747.84,3252,25.51%,9495.84,73.00%,High,12/1/2014,12, December ,2014
Enterprise,Germany, Carretera , High ,1085,3,125,135625,20343.75,15.00%,115281.25,130200,112.94%,-14918.75,-11.00%,Low,10/1/2014,10, October ,2014
Enterprise,Germany, Paseo , High ,1085,10,125,135625,20343.75,15.00%,115281.25,130200,112.94%,-14918.75,-11.00%,Low,10/1/2014,10, October ,2014
Small Business,Canada, Carretera , Medium ,1094,3,300,328200,29538,9.00%,298662,273500,91.58%,25162,7.67%,Low,6/1/2014,6, June ,2014
Small Business,Canada, Paseo , Medium ,1094,10,300,328200,29538,9.00%,298662,273500,91.58%,25162,7.67%,Low,6/1/2014,6, June ,2014
Government,Germany, Paseo , Medium ,1095,10,7,7665,613.2,8.00%,7051.8,5475,77.64%,1576.8,20.57%,Medium,5/1/2014,5, May ,2014
Small Business,Mexico, Montana , Medium ,1100,5,300,330000,16500,5.00%,313500,275000,87.72%,38500,11.67%,Low,12/1/2013,12, December ,2013
Small Business,Mexico, Amarilla , Low ,1101,260,300,330300,6606,2.00%,323694,275250,85.03%,48444,14.67%,Low,3/1/2014,3, March ,2014
Enterprise,Mexico, Paseo , Medium ,1114,10,125,139250,11140,8.00%,128110,133680,104.35%,-5570,-4.00%,Low,3/1/2014,3, March ,2014
Channel Partners,Germany, Carretera , Medium ,1116,3,12,13392,669.6,5.00%,12722.4,3348,26.32%,9374.4,70.00%,High,2/1/2014,2, February ,2014
Government,United States of America, Carretera , Medium ,1117.5,3,20,22350,1341,6.00%,21009,11175,53.19%,9834,44.00%,High,1/1/2014,1, January ,2014
Government,Canada, Amarilla , Medium ,1118,260,20,22360,1565.2,7.00%,20794.8,11180,53.76%,9614.8,43.00%,High,11/1/2014,11, November ,2014
Government,Mexico, Paseo , High ,1122,10,20,22440,2468.4,11.00%,19971.6,11220,56.18%,8751.6,39.00%,Medium,3/1/2014,3, March ,2014
Small Business,Germany, Paseo , Medium ,1123,10,300,336900,23583,7.00%,313317,280750,89.61%,32567,9.67%,Low,9/1/2013,9, September ,2013
Government,Mexico, VTT , Medium ,1123,250,20,22460,1347.6,6.00%,21112.4,11230,53.19%,9882.4,44.00%,High,11/1/2013,11, November ,2013
Channel Partners,Mexico, Amarilla , Medium ,1123,260,12,13476,673.8,5.00%,12802.2,3369,26.32%,9433.2,70.00%,High,8/1/2014,8, August ,2014
Government,Canada, Velo , Medium ,1135,120,7,7945,556.15,7.00%,7388.85,5675,76.80%,1713.85,21.57%,Medium,6/1/2014,6, June ,2014
Government,Canada, Amarilla , Medium ,1135,260,7,7945,556.15,7.00%,7388.85,5675,76.80%,1713.85,21.57%,Medium,6/1/2014,6, June ,2014
Enterprise,Mexico, Montana , Low ,1138,5,125,142250,5690,4.00%,136560,136560,100.00%,0,0.00%,Low,12/1/2014,12, December ,2014
Enterprise,Mexico, Paseo , Low ,1138,10,125,142250,5690,4.00%,136560,136560,100.00%,0,0.00%,Low,12/1/2014,12, December ,2014
Channel Partners,United States of America, Montana , Low ,1142,5,12,13704,274.08,2.00%,13429.92,3426,25.51%,10003.92,73.00%,High,6/1/2014,6, June ,2014
Channel Partners,United States of America, Paseo , Low ,1142,10,12,13704,274.08,2.00%,13429.92,3426,25.51%,10003.92,73.00%,High,6/1/2014,6, June ,2014
Government,United States of America, Paseo ,,1143,10,7,8001,0,0.00%,8001,5715,71.43%,2286,28.57%,Medium,10/1/2014,10, October ,2014
Government,United States of America, Amarilla ,,1143,260,7,8001,0,0.00%,8001,5715,71.43%,2286,28.57%,Medium,10/1/2014,10, October ,2014
Midmarket,United States of America, Paseo , Medium ,1153,10,15,17295,1037.7,6.00%,16257.3,11530,70.92%,4727.3,27.33%,Medium,10/1/2014,10, October ,2014
Midmarket,United States of America, VTT , Medium ,1153,250,15,17295,1037.7,6.00%,16257.3,11530,70.92%,4727.3,27.33%,Medium,10/1/2014,10, October ,2014
Government,Germany, Paseo , High ,1158,10,20,23160,3474,15.00%,19686,11580,58.82%,8106,35.00%,Medium,3/1/2014,3, March ,2014
Government,Germany, Montana , Medium ,1159,5,7,8113,405.65,5.00%,7707.35,5795,75.19%,1912.35,23.57%,Medium,10/1/2013,10, October ,2013
Government,Germany, Amarilla , Medium ,1159,260,7,8113,405.65,5.00%,7707.35,5795,75.19%,1912.35,23.57%,Medium,10/1/2013,10, October ,2013
Enterprise,France, Carretera , High ,1174,3,125,146750,22012.5,15.00%,124737.5,140880,112.94%,-16142.5,-11.00%,Low,8/1/2014,8, August ,2014
Midmarket,Germany, Paseo , High ,1175,10,15,17625,2643.75,15.00%,14981.25,11750,78.43%,3231.25,18.33%,Medium,10/1/2014,10, October ,2014
Midmarket,Germany, VTT , High ,1175,250,15,17625,2643.75,15.00%,14981.25,11750,78.43%,3231.25,18.33%,Medium,10/1/2014,10, October ,2014
Government,United States of America, Paseo , High ,1177,10,350,411950,57673,14.00%,354277,306020,86.38%,48257,11.71%,Low,11/1/2014,11, November ,2014
Small Business,France, Montana , High ,1186,5,300,355800,42696,12.00%,313104,296500,94.70%,16604,4.67%,Low,12/1/2013,12, December ,2013
Government,France, Velo , High ,1190,120,7,8330,1082.9,13.00%,7247.1,5950,82.10%,1297.1,15.57%,Medium,6/1/2014,6, June ,2014
Government,France, Amarilla , High ,1190,260,7,8330,1082.9,13.00%,7247.1,5950,82.10%,1297.1,15.57%,Medium,6/1/2014,6, June ,2014
Government,Mexico, Paseo , High ,1197,10,350,418950,50274,12.00%,368676,311220,84.42%,57456,13.71%,Low,11/1/2014,11, November ,2014
Channel Partners,France, Carretera , High ,1198,3,12,14376,1581.36,11.00%,12794.64,3594,28.09%,9200.64,64.00%,High,10/1/2013,10, October ,2013
Channel Partners,France, Paseo , High ,1198,10,12,14376,1581.36,11.00%,12794.64,3594,28.09%,9200.64,64.00%,High,10/1/2013,10, October ,2013
Government,Germany, Montana , High ,1199,5,350,419650,58751,14.00%,360899,311740,86.38%,49159,11.71%,Low,4/1/2014,4, April ,2014
Government,Mexico, Carretera , Low ,1210,3,350,423500,4235,1.00%,419265,314600,75.04%,104665,24.71%,Medium,3/1/2014,3, March ,2014
Small Business,France, Velo , Medium ,1221,120,300,366300,21978,6.00%,344322,305250,88.65%,39072,10.67%,Low,10/1/2013,10, October ,2013
Small Business,France, VTT , Medium ,1221,250,300,366300,21978,6.00%,344322,305250,88.65%,39072,10.67%,Low,10/1/2013,10, October ,2013
Midmarket,France, Paseo , Medium ,1227,10,15,18405,1656.45,9.00%,16748.55,12270,73.26%,4478.55,24.33%,Medium,10/1/2014,10, October ,2014
Midmarket,France, VTT , Medium ,1227,250,15,18405,1656.45,9.00%,16748.55,12270,73.26%,4478.55,24.33%,Medium,10/1/2014,10, October ,2014
Government,Canada, Paseo , Medium ,1228,10,350,429800,21490,5.00%,408310,319280,78.20%,89030,20.71%,Medium,10/1/2013,10, October ,2013
Government,Canada, Amarilla , Medium ,1228,260,350,429800,21490,5.00%,408310,319280,78.20%,89030,20.71%,Medium,10/1/2013,10, October ,2013
Government,Mexico, Paseo , High ,1233,10,20,24660,2959.2,12.00%,21700.8,12330,56.82%,9370.8,38.00%,Medium,12/1/2014,12, December ,2014
Government,Mexico, VTT , High ,1233,250,20,24660,2959.2,12.00%,21700.8,12330,56.82%,9370.8,38.00%,Medium,12/1/2014,12, December ,2014
Government,United States of America, Amarilla , Low ,1236,260,20,24720,494.4,2.00%,24225.6,12360,51.02%,11865.6,48.00%,High,11/1/2014,11, November ,2014
Government,Canada, Montana , High ,1249,5,20,24980,3247.4,13.00%,21732.6,12490,57.47%,9242.6,37.00%,Medium,10/1/2014,10, October ,2014
Government,Canada, Paseo , High ,1249,10,20,24980,3247.4,13.00%,21732.6,12490,57.47%,9242.6,37.00%,Medium,10/1/2014,10, October ,2014
Small Business,Germany, Velo , Medium ,1250,120,300,375000,18750,5.00%,356250,312500,87.72%,43750,11.67%,Low,12/1/2014,12, December ,2014
Small Business,Germany, Amarilla , Medium ,1250,260,300,375000,18750,5.00%,356250,312500,87.72%,43750,11.67%,Low,12/1/2014,12, December ,2014
Government,Germany, Paseo , Medium ,1259,10,7,8813,705.04,8.00%,8107.96,6295,77.64%,1812.96,20.57%,Medium,4/1/2014,4, April ,2014
Midmarket,Canada, Velo , Medium ,1262,120,15,18930,1325.1,7.00%,17604.9,12620,71.68%,4984.9,26.33%,Medium,5/1/2014,5, May ,2014
Government,United States of America, VTT , Medium ,1265,250,20,25300,1265,5.00%,24035,12650,52.63%,11385,45.00%,High,11/1/2013,11, November ,2013
Government,Canada, Velo , Medium ,1269,120,350,444150,39973.5,9.00%,404176.5,329940,81.63%,74236.5,16.71%,Medium,10/1/2014,10, October ,2014
Government,Canada, Amarilla , Medium ,1269,260,350,444150,39973.5,9.00%,404176.5,329940,81.63%,74236.5,16.71%,Medium,10/1/2014,10, October ,2014
Government,France, VTT , High ,1281,250,350,448350,62769,14.00%,385581,333060,86.38%,52521,11.71%,Low,12/1/2013,12, December ,2013
Government,United States of America, Montana , Medium ,1282,5,20,25640,2051.2,8.00%,23588.8,12820,54.35%,10768.8,42.00%,High,6/1/2014,6, June ,2014
Government,United States of America, Amarilla , Medium ,1282,260,20,25640,2051.2,8.00%,23588.8,12820,54.35%,10768.8,42.00%,High,6/1/2014,6, June ,2014
Small Business,Canada, Montana , Medium ,1283,5,300,384900,30792,8.00%,354108,320750,90.58%,33358,8.67%,Low,9/1/2013,9, September ,2013
Enterprise,France, Montana , Low ,1287,5,125,160875,4826.25,3.00%,156048.75,154440,98.97%,1608.75,1.00%,Low,12/1/2014,12, December ,2014
Enterprise,France, Paseo , Low ,1287,10,125,160875,4826.25,3.00%,156048.75,154440,98.97%,1608.75,1.00%,Low,12/1/2014,12, December ,2014
Channel Partners,Canada, Carretera , Low ,1295,3,12,15540,310.8,2.00%,15229.2,3885,25.51%,11344.2,73.00%,High,10/1/2014,10, October ,2014
Channel Partners,Canada, Paseo , Low ,1295,10,12,15540,310.8,2.00%,15229.2,3885,25.51%,11344.2,73.00%,High,10/1/2014,10, October ,2014
Government,United States of America, Montana , High ,1298,5,7,9086,1181.18,13.00%,7904.82,6490,82.10%,1414.82,15.57%,Medium,2/1/2014,2, February ,2014
Government,France, Paseo , Medium ,1303,10,20,26060,1303,5.00%,24757,13030,52.63%,11727,45.00%,High,2/1/2014,2, February ,2014
Government,Germany, Velo , Medium ,1307,120,350,457450,41170.5,9.00%,416279.5,339820,81.63%,76459.5,16.71%,Medium,7/1/2014,7, July ,2014
Government,Germany, Carretera ,,1321,3,20,26420,0,0.00%,26420,13210,50.00%,13210,50.00%,High,1/1/2014,1, January ,2014
Small Business,France, Paseo , Medium ,1324,10,300,397200,35748,9.00%,361452,331000,91.58%,30452,7.67%,Low,11/1/2014,11, November ,2014
Government,Canada, VTT , Low ,1326,250,7,9282,92.82,1.00%,9189.18,6630,72.15%,2559.18,27.57%,Medium,3/1/2014,3, March ,2014
Government,Mexico, Velo , Medium ,1333,120,7,9331,559.86,6.00%,8771.14,6665,75.99%,2106.14,22.57%,Medium,11/1/2014,11, November ,2014
Government,Germany, Amarilla , Medium ,1350,260,350,472500,23625,5.00%,448875,351000,78.20%,97875,20.71%,Medium,2/1/2014,2, February ,2014
Government,United States of America, VTT , Medium ,1351.5,250,350,473025,42572.25,9.00%,430452.75,351390,81.63%,79062.75,16.71%,Medium,4/1/2014,4, April ,2014
Small Business,Germany, Paseo , High ,1359,10,300,407700,48924,12.00%,358776,339750,94.70%,19026,4.67%,Low,11/1/2014,11, November ,2014
Government,Mexico, Carretera , Medium ,1362,3,350,476700,38136,8.00%,438564,354120,80.75%,84444,17.71%,Medium,12/1/2014,12, December ,2014
Government,Mexico, Paseo , Medium ,1362,10,350,476700,38136,8.00%,438564,354120,80.75%,84444,17.71%,Medium,12/1/2014,12, December ,2014
Small Business,Canada, Paseo , High ,1366,10,300,409800,45078,11.00%,364722,341500,93.63%,23222,5.67%,Low,11/1/2014,11, November ,2014
Government,Germany, Paseo , Medium ,1366,10,20,27320,2185.6,8.00%,25134.4,13660,54.35%,11474.4,42.00%,High,6/1/2014,6, June ,2014
Government,Germany, Amarilla , Medium ,1366,260,20,27320,2185.6,8.00%,25134.4,13660,54.35%,11474.4,42.00%,High,6/1/2014,6, June ,2014
Government,Mexico, Montana , High ,1368,5,7,9576,1436.4,15.00%,8139.6,6840,84.03%,1299.6,13.57%,Low,2/1/2014,2, February ,2014
Channel Partners,United States of America, Paseo , Low ,1369.5,10,12,16434,493.02,3.00%,15940.98,4108.5,25.77%,11832.48,72.00%,High,7/1/2014,7, July ,2014
Small Business,United States of America, Velo , Medium ,1372,120,300,411600,28812,7.00%,382788,343000,89.61%,39788,9.67%,Low,12/1/2014,12, December ,2014
Small Business,United States of America, Amarilla , Medium ,1372,260,300,411600,28812,7.00%,382788,343000,89.61%,39788,9.67%,Low,12/1/2014,12, December ,2014
Government,Germany, Paseo , Medium ,1372,10,7,9604,480.2,5.00%,9123.8,6860,75.19%,2263.8,23.57%,Medium,1/1/2014,1, January ,2014
Channel Partners,Mexico, Amarilla , Medium ,1375,260,12,16500,1320,8.00%,15180,4125,27.17%,11055,67.00%,High,12/1/2013,12, December ,2013
Government,France, Montana , Low ,1375.5,5,20,27510,275.1,1.00%,27234.9,13755,50.51%,13479.9,49.00%,High,7/1/2014,7, July ,2014
Government,France, Montana , Medium ,1384.5,5,350,484575,24228.75,5.00%,460346.25,359970,78.20%,100376.25,20.71%,Medium,1/1/2014,1, January ,2014
Government,Canada, Paseo , Medium ,1389,10,20,27780,1389,5.00%,26391,13890,52.63%,12501,45.00%,High,10/1/2013,10, October ,2013
Government,Canada, VTT , Medium ,1389,250,20,27780,1389,5.00%,26391,13890,52.63%,12501,45.00%,High,10/1/2013,10, October ,2013
Channel Partners,France, Paseo , High ,1393,10,12,16716,2340.24,14.00%,14375.76,4179,29.07%,10196.76,61.00%,High,10/1/2014,10, October ,2014
Channel Partners,France, Amarilla , High ,1393,260,12,16716,2340.24,14.00%,14375.76,4179,29.07%,10196.76,61.00%,High,10/1/2014,10, October ,2014
Government,Mexico, Velo , High ,1395,120,350,488250,58590,12.00%,429660,362700,84.42%,66960,13.71%,Low,7/1/2014,7, July ,2014
Government,Mexico, Carretera , Low ,1397,3,350,488950,4889.5,1.00%,484060.5,363220,75.04%,120840.5,24.71%,Medium,10/1/2014,10, October ,2014
Government,Mexico, VTT , Low ,1397,250,350,488950,4889.5,1.00%,484060.5,363220,75.04%,120840.5,24.71%,Medium,10/1/2014,10, October ,2014
Government,France, Montana , Medium ,1403,5,7,9821,589.26,6.00%,9231.74,7015,75.99%,2216.74,22.57%,Medium,10/1/2013,10, October ,2013
Government,France, Amarilla , Medium ,1403,260,7,9821,589.26,6.00%,9231.74,7015,75.99%,2216.74,22.57%,Medium,10/1/2013,10, October ,2013
Small Business,Canada, Paseo , Medium ,1404,10,300,421200,29484,7.00%,391716,351000,89.61%,40716,9.67%,Low,11/1/2013,11, November ,2013
Small Business,Germany, Paseo , Low ,1414.5,10,300,424350,16974,4.00%,407376,353625,86.81%,53751,12.67%,Low,4/1/2014,4, April ,2014
Government,United States of America, Velo , Medium ,1421,120,20,28420,1989.4,7.00%,26430.6,14210,53.76%,12220.6,43.00%,High,12/1/2013,12, December ,2013
Enterprise,France, Amarilla , High ,1433,260,125,179125,19703.75,11.00%,159421.25,171960,107.87%,-12538.75,-7.00%,Low,5/1/2014,5, May ,2014
Government,United States of America, Paseo , High ,1438.5,10,7,10069.5,1309.04,13.00%,8760.47,7192.5,82.10%,1567.97,15.57%,Medium,1/1/2014,1, January ,2014
Channel Partners,Canada, Carretera , Low ,1445,3,12,17340,173.4,1.00%,17166.6,4335,25.25%,12831.6,74.00%,High,9/1/2014,9, September ,2014
Government,Germany, Montana , Medium ,1460,5,350,511000,30660,6.00%,480340,379600,79.03%,100740,19.71%,Medium,5/1/2014,5, May ,2014
Channel Partners,United States of America, Velo , Low ,1465,120,12,17580,703.2,4.00%,16876.8,4395,26.04%,12481.8,71.00%,High,3/1/2014,3, March ,2014
Enterprise,France, Carretera , High ,1482,3,125,185250,18525,10.00%,166725,177840,106.67%,-11115,-6.00%,Low,12/1/2013,12, December ,2013
Government,France, VTT , High ,1491,250,7,10437,1252.44,12.00%,9184.56,7455,81.17%,1729.56,16.57%,Medium,3/1/2014,3, March ,2014
Government,Mexico, Velo ,,1493,120,7,10451,0,0.00%,10451,7465,71.43%,2986,28.57%,Medium,1/1/2014,1, January ,2014
Government,France, Paseo , Medium ,1496,10,350,523600,31416,6.00%,492184,388960,79.03%,103224,19.71%,Medium,6/1/2014,6, June ,2014
Government,France, Velo , Medium ,1496,120,350,523600,31416,6.00%,492184,388960,79.03%,103224,19.71%,Medium,6/1/2014,6, June ,2014
Small Business,Canada, Carretera , High ,1496,3,300,448800,62832,14.00%,385968,374000,96.90%,11968,2.67%,Low,10/1/2014,10, October ,2014
Small Business,Canada, VTT , High ,1496,250,300,448800,62832,14.00%,385968,374000,96.90%,11968,2.67%,Low,10/1/2014,10, October ,2014
Government,Mexico, Velo , Medium ,1498,120,7,10486,629.16,6.00%,9856.84,7490,75.99%,2366.84,22.57%,Medium,6/1/2014,6, June ,2014
Government,Mexico, VTT , Medium ,1498,250,7,10486,629.16,6.00%,9856.84,7490,75.99%,2366.84,22.57%,Medium,6/1/2014,6, June ,2014
Government,Germany, Carretera ,,1513,3,350,529550,0,0.00%,529550,393380,74.29%,136170,25.71%,Medium,12/1/2014,12, December ,2014
Government,Germany, Paseo ,,1513,10,350,529550,0,0.00%,529550,393380,74.29%,136170,25.71%,Medium,12/1/2014,12, December ,2014
Midmarket,Germany, Carretera , High ,1513,3,15,22695,3177.3,14.00%,19517.7,15130,77.52%,4387.7,19.33%,Medium,11/1/2014,11, November ,2014
Midmarket,United States of America, Paseo , Low ,1514,10,15,22710,227.1,1.00%,22482.9,15140,67.34%,7342.9,32.33%,Medium,2/1/2014,2, February ,2014
Midmarket,Mexico, Paseo , Low ,1514,10,15,22710,908.4,4.00%,21801.6,15140,69.44%,6661.6,29.33%,Medium,10/1/2013,10, October ,2013
Midmarket,Mexico, VTT , Low ,1514,250,15,22710,908.4,4.00%,21801.6,15140,69.44%,6661.6,29.33%,Medium,10/1/2013,10, October ,2013
Government,Germany, Amarilla , Medium ,1520,260,20,30400,2432,8.00%,27968,15200,54.35%,12768,42.00%,High,11/1/2014,11, November ,2014
Government,France, VTT ,,1527,250,350,534450,0,0.00%,534450,397020,74.29%,137430,25.71%,Medium,9/1/2013,9, September ,2013
Midmarket,Germany, Velo , Medium ,1530,120,15,22950,1377,6.00%,21573,15300,70.92%,6273,27.33%,Medium,5/1/2014,5, May ,2014
Government,Germany, Paseo , High ,1531,10,20,30620,3674.4,12.00%,26945.6,15310,56.82%,11635.6,38.00%,Medium,12/1/2014,12, December ,2014
Government,Germany, VTT , High ,1531,250,20,30620,3674.4,12.00%,26945.6,15310,56.82%,11635.6,38.00%,Medium,12/1/2014,12, December ,2014
Government,France, Paseo , Medium ,1535,10,20,30700,2149,7.00%,28551,15350,53.76%,13201,43.00%,High,9/1/2014,9, September ,2014
Enterprise,Mexico, Carretera , Medium ,1540,3,125,192500,15400,8.00%,177100,184800,104.35%,-7700,-4.00%,Low,8/1/2014,8, August ,2014
Channel Partners,Germany, Montana ,,1545,5,12,18540,0,0.00%,18540,4635,25.00%,13905,75.00%,High,6/1/2014,6, June ,2014
Channel Partners,Germany, Velo ,,1545,120,12,18540,0,0.00%,18540,4635,25.00%,13905,75.00%,High,6/1/2014,6, June ,2014
Midmarket,Canada, Carretera , High ,1560,3,15,23400,2574,11.00%,20826,15600,74.91%,5226,22.33%,Medium,11/1/2013,11, November ,2013
Small Business,France, Montana , Medium ,1562,5,300,468600,37488,8.00%,431112,390500,90.58%,40612,8.67%,Low,8/1/2014,8, August ,2014
Government,France, Carretera , Medium ,1563,3,20,31260,1563,5.00%,29697,15630,52.63%,14067,45.00%,High,5/1/2014,5, May ,2014
Midmarket,Canada, Paseo , High ,1565,10,15,23475,3051.75,13.00%,20423.25,15650,76.63%,4773.25,20.33%,Medium,10/1/2014,10, October ,2014
Midmarket,Canada, VTT , High ,1565,250,15,23475,3051.75,13.00%,20423.25,15650,76.63%,4773.25,20.33%,Medium,10/1/2014,10, October ,2014
Government,United States of America, Montana , Low ,1566,5,20,31320,626.4,2.00%,30693.6,15660,51.02%,15033.6,48.00%,High,10/1/2014,10, October ,2014
Government,United States of America, Velo , Low ,1566,120,20,31320,626.4,2.00%,30693.6,15660,51.02%,15033.6,48.00%,High,10/1/2014,10, October ,2014
Enterprise,Germany, Paseo , Low ,1570,10,125,196250,5887.5,3.00%,190362.5,188400,98.97%,1962.5,1.00%,Low,6/1/2014,6, June ,2014
Enterprise,Germany, VTT , Low ,1570,250,125,196250,5887.5,3.00%,190362.5,188400,98.97%,1962.5,1.00%,Low,6/1/2014,6, June ,2014
Enterprise,Mexico, Velo , High ,1575,120,125,196875,27562.5,14.00%,169312.5,189000,111.63%,-19687.5,-10.00%,Low,2/1/2014,2, February ,2014
Government,France, Velo , Medium ,1579,120,20,31580,1579,5.00%,30001,15790,52.63%,14211,45.00%,High,8/1/2014,8, August ,2014
Government,United States of America, VTT , High ,1579,250,7,11053,1215.83,11.00%,9837.17,7895,80.26%,1942.17,17.57%,Medium,3/1/2014,3, March ,2014
Channel Partners,Germany, Carretera , Medium ,1580,3,12,18960,1706.4,9.00%,17253.6,4740,27.47%,12513.6,66.00%,High,9/1/2014,9, September ,2014
Government,Canada, Velo , Medium ,1582,120,7,11074,775.18,7.00%,10298.82,7910,76.80%,2388.82,21.57%,Medium,12/1/2014,12, December ,2014
Government,Canada, VTT , Medium ,1582,250,7,11074,775.18,7.00%,10298.82,7910,76.80%,2388.82,21.57%,Medium,12/1/2014,12, December ,2014
Enterprise,Canada, Paseo , High ,1583,10,125,197875,25723.75,13.00%,172151.25,189960,110.34%,-17808.75,-9.00%,Low,6/1/2014,6, June ,2014
