Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Discounts %,Sales,COGS,COGS %,Profit,Profit Margin %,Profit Category,Date,Month Number,Month Name,Year
Small Business,Mexico, Carretera , High ,801.0,3.0,300.0,240300.0,33642.0,0.14,206658.0,200250.0,0.9690000000000001,6408.0,0.026699999999999998,Low,2014-07-01,7.0, July ,2014.0
Small Business,Germany, Paseo , High ,807.0,10.0,300.0,242100.0,31473.0,0.13,210627.0,201750.0,0.9579000000000001,8877.0,0.036699999999999997,Low,2014-01-01,1.0, January ,2014.0
Enterprise,Germany, Velo , Medium ,807.0,120.0,125.0,100875.0,5043.75,0.05,95831.25,96840.0,1.0105,-1008.75,-0.01,Low,2014-02-01,2.0, February ,2014.0
Small Business,United States of America, VTT , Medium ,808.0,250.0,300.0,242400.0,19392.0,0.08,223008.0,202000.0,0.9057999999999999,21008.0,0.0867,Low,2013-12-01,12.0, December ,2013.0
Enterprise,Germany, Paseo , Low ,809.0,10.0,125.0,101125.0,2022.5,0.02,99102.5,97080.0,0.9795999999999999,2022.5,0.02,Low,2013-10-01,10.0, October ,2013.0
Enterprise,Germany, Velo , Low ,809.0,120.0,125.0,101125.0,2022.5,0.02,99102.5,97080.0,0.9795999999999999,2022.5,0.02,Low,2013-10-01,10.0, October ,2013.0
Government,Canada, Carretera , Medium ,819.0,3.0,7.0,5733.0,515.97,0.09,5217.03,4095.0,0.7848999999999999,1122.03,0.1957,Medium,2014-07-01,7.0, July ,2014.0
Government,Canada, Carretera , Low ,831.0,3.0,20.0,16620.0,498.6,0.03,16121.4,8310.0,0.5155,7811.4,0.47,High,2014-05-01,5.0, May ,2014.0
Small Business,France, Velo , High ,853.0,120.0,300.0,255900.0,25590.0,0.1,230310.0,213250.0,0.9259000000000001,17060.0,0.0667,Low,2014-12-01,12.0, December ,2014.0
Small Business,France, Amarilla , High ,853.0,260.0,300.0,255900.0,25590.0,0.1,230310.0,213250.0,0.9259000000000001,17060.0,0.0667,Low,2014-12-01,12.0, December ,2014.0
Enterprise,United States of America, Paseo , Medium ,861.0,10.0,125.0,107625.0,5381.25,0.05,102243.75,103320.0,1.0105,-1076.25,-0.01,Low,2014-10-01,10.0, October ,2014.0
Enterprise,United States of America, Velo , Medium ,861.0,120.0,125.0,107625.0,5381.25,0.05,102243.75,103320.0,1.0105,-1076.25,-0.01,Low,2014-10-01,10.0, October ,2014.0
Government,Canada, VTT , High ,865.5,250.0,20.0,17310.0,2596.5,0.15,14713.5,8655.0,0.5882000000000001,6058.5,0.35,Medium,2014-07-01,7.0, July ,2014.0
Channel Partners,France, VTT , Low ,866.0,250.0,12.0,10392.0,415.68,0.04,9976.32,2598.0,0.26039999999999996,7378.32,0.71,High,2014-05-01,5.0, May ,2014.0
Small Business,Canada, Paseo , High ,873.0,10.0,300.0,261900.0,28809.0,0.11,233091.0,218250.0,0.9362999999999999,14841.0,0.0567,Low,2014-01-01,1.0, January ,2014.0
Enterprise,Mexico, VTT , Medium ,877.0,250.0,125.0,109625.0,9866.25,0.09,99758.75,105240.0,1.0549,-5481.25,-0.05,Low,2014-11-01,11.0, November ,2014.0
Channel Partners,Germany, VTT , Medium ,880.0,250.0,12.0,10560.0,950.4,0.09,9609.6,2640.0,0.2747,6969.6,0.66,High,2014-05-01,5.0, May ,2014.0
Government,Mexico, Paseo ,None,883.0,10.0,7.0,6181.0,0.0,0.0,6181.0,4415.0,0.7143,1766.0,0.2857,Medium,2014-08-01,8.0, August ,2014.0
Government,Mexico, Carretera , High ,886.0,3.0,350.0,310100.0,37212.0,0.12,272888.0,230360.0,0.8442000000000001,42528.0,0.1371,Low,2014-06-01,6.0, June ,2014.0
Government,Mexico, Paseo , High ,886.0,10.0,350.0,310100.0,37212.0,0.12,272888.0,230360.0,0.8442000000000001,42528.0,0.1371,Low,2014-06-01,6.0, June ,2014.0
Enterprise,Germany, Carretera , Medium ,887.0,3.0,125.0,110875.0,6652.5,0.06,104222.5,106440.0,1.0212999999999999,-2217.5,-0.02,Low,2013-12-01,12.0, December ,2013.0
Small Business,Canada, Amarilla , High ,888.0,260.0,300.0,266400.0,37296.0,0.14,229104.0,222000.0,0.9690000000000001,7104.0,0.026699999999999998,Low,2014-03-01,3.0, March ,2014.0
Midmarket,Germany, Carretera ,None,888.0,3.0,15.0,13320.0,0.0,0.0,13320.0,8880.0,0.6667000000000001,4440.0,0.3333,Medium,2014-06-01,6.0, June ,2014.0
Midmarket,Germany, VTT ,None,888.0,250.0,15.0,13320.0,0.0,0.0,13320.0,8880.0,0.6667000000000001,4440.0,0.3333,Medium,2014-06-01,6.0, June ,2014.0
Government,Mexico, Paseo , High ,905.0,10.0,20.0,18100.0,2172.0,0.12,15928.0,9050.0,0.5682,6878.0,0.38,Medium,2014-10-01,10.0, October ,2014.0
Government,Mexico, Velo , High ,905.0,120.0,20.0,18100.0,2172.0,0.12,15928.0,9050.0,0.5682,6878.0,0.38,Medium,2014-10-01,10.0, October ,2014.0
Channel Partners,Canada, Carretera , Low ,908.0,3.0,12.0,10896.0,326.88,0.03,10569.12,2724.0,0.2577,7845.12,0.72,High,2013-12-01,12.0, December ,2013.0
Channel Partners,United States of America, Paseo ,None,912.0,10.0,12.0,10944.0,0.0,0.0,10944.0,2736.0,0.25,8208.0,0.75,High,2013-11-01,11.0, November ,2013.0
Channel Partners,United States of America, Paseo , High ,914.0,10.0,12.0,10968.0,1645.2,0.15,9322.8,2742.0,0.29410000000000003,6580.8,0.6,High,2014-12-01,12.0, December ,2014.0
Channel Partners,United States of America, Velo , High ,914.0,120.0,12.0,10968.0,1645.2,0.15,9322.8,2742.0,0.29410000000000003,6580.8,0.6,High,2014-12-01,12.0, December ,2014.0
Small Business,France, Paseo , Low ,918.0,10.0,300.0,275400.0,5508.0,0.02,269892.0,229500.0,0.8503000000000001,40392.0,0.1467,Low,2014-05-01,5.0, May ,2014.0
Midmarket,Germany, Montana ,None,921.0,5.0,15.0,13815.0,0.0,0.0,13815.0,9210.0,0.6667000000000001,4605.0,0.3333,Medium,2014-03-01,3.0, March ,2014.0
Government,Canada, Carretera , High ,923.0,3.0,350.0,323050.0,41996.5,0.13,281053.5,239980.0,0.8539,41073.5,0.12710000000000002,Low,2014-03-01,3.0, March ,2014.0
Enterprise,Canada, Velo , Low ,923.0,120.0,125.0,115375.0,1153.75,0.01,114221.25,110760.0,0.9697,3461.25,0.03,Low,2014-08-01,8.0, August ,2014.0
Government,France, Amarilla , Low ,941.0,260.0,20.0,18820.0,376.4,0.02,18443.6,9410.0,0.5102,9033.6,0.48,High,2014-11-01,11.0, November ,2014.0
Government,Canada, VTT , Low ,943.5,250.0,350.0,330225.0,3302.25,0.01,326922.75,245310.0,0.7504000000000001,81612.75,0.24710000000000001,Medium,2014-04-01,4.0, April ,2014.0
Enterprise,Mexico, Amarilla , High ,947.0,260.0,125.0,118375.0,13021.25,0.11,105353.75,113640.0,1.0787,-8286.25,-0.07,Low,2013-09-01,9.0, September ,2013.0
Enterprise,Canada, Velo , Medium ,952.0,120.0,125.0,119000.0,7140.0,0.06,111860.0,114240.0,1.0212999999999999,-2380.0,-0.02,Low,2014-02-01,2.0, February ,2014.0
Small Business,Mexico, Montana ,None,958.0,5.0,300.0,287400.0,0.0,0.0,287400.0,239500.0,0.8332999999999999,47900.0,0.16670000000000001,Medium,2014-08-01,8.0, August ,2014.0
Small Business,France, VTT , Medium ,959.0,250.0,300.0,287700.0,20139.0,0.07,267561.0,239750.0,0.8961,27811.0,0.0967,Low,2014-02-01,2.0, February ,2014.0
Midmarket,Germany, Amarilla , Medium ,970.0,260.0,15.0,14550.0,1309.5,0.09,13240.5,9700.0,0.7326,3540.5,0.2433,Medium,2013-11-01,11.0, November ,2013.0
Government,United States of America, Paseo , Medium ,973.0,10.0,20.0,19460.0,1751.4,0.09,17708.6,9730.0,0.5495,7978.6,0.41,High,2014-03-01,3.0, March ,2014.0
Midmarket,Mexico, Paseo ,None,974.0,10.0,15.0,14610.0,0.0,0.0,14610.0,9740.0,0.6667000000000001,4870.0,0.3333,Medium,2014-02-01,2.0, February ,2014.0
Government,Mexico, Montana , Medium ,980.0,5.0,350.0,343000.0,20580.0,0.06,322420.0,254800.0,0.7903,67620.0,0.1971,Medium,2014-04-01,4.0, April ,2014.0
Government,United States of America, Montana , High ,982.5,5.0,350.0,343875.0,44703.75,0.13,299171.25,255450.0,0.8539,43721.25,0.12710000000000002,Low,2014-01-01,1.0, January ,2014.0
Government,United States of America, Velo , High ,986.0,120.0,350.0,345100.0,41412.0,0.12,303688.0,256360.0,0.8442000000000001,47328.0,0.1371,Low,2014-10-01,10.0, October ,2014.0
Government,United States of America, VTT , High ,986.0,250.0,350.0,345100.0,41412.0,0.12,303688.0,256360.0,0.8442000000000001,47328.0,0.1371,Low,2014-10-01,10.0, October ,2014.0
Small Business,Germany, VTT , Low ,986.0,250.0,300.0,295800.0,2958.0,0.01,292842.0,246500.0,0.8418000000000001,46342.0,0.1567,Medium,2014-09-01,9.0, September ,2014.0
Small Business,United States of America, Carretera , Medium ,991.0,3.0,300.0,297300.0,14865.0,0.05,282435.0,247750.0,0.8772,34685.0,0.1167,Low,2014-06-01,6.0, June ,2014.0
Small Business,United States of America, Paseo , Medium ,991.0,10.0,300.0,297300.0,14865.0,0.05,282435.0,247750.0,0.8772,34685.0,0.1167,Low,2014-06-01,6.0, June ,2014.0
Enterprise,Germany, Amarilla , Medium ,994.0,260.0,125.0,124250.0,8697.5,0.07,115552.5,119280.0,1.0323,-3727.5,-0.03,Low,2013-09-01,9.0, September ,2013.0
Government,Germany, Velo , Medium ,1001.0,120.0,20.0,20020.0,1201.2,0.06,18818.8,10010.0,0.5318999999999999,8808.8,0.44,High,2014-08-01,8.0, August ,2014.0
Channel Partners,Mexico, VTT , High ,1005.0,250.0,12.0,12060.0,1326.6,0.11,10733.4,3015.0,0.2809,7718.4,0.64,High,2013-09-01,9.0, September ,2013.0
Government,Germany, Paseo ,None,1006.0,10.0,350.0,352100.0,0.0,0.0,352100.0,261560.0,0.7429000000000001,90540.0,0.2571,Medium,2014-06-01,6.0, June ,2014.0
Government,Germany, Velo ,None,1006.0,120.0,350.0,352100.0,0.0,0.0,352100.0,261560.0,0.7429000000000001,90540.0,0.2571,Medium,2014-06-01,6.0, June ,2014.0
Small Business,United States of America, Carretera , High ,1010.0,3.0,300.0,303000.0,42420.0,0.14,260580.0,252500.0,0.9690000000000001,8080.0,0.026699999999999998,Low,2014-10-01,10.0, October ,2014.0
Small Business,United States of America, VTT , High ,1010.0,250.0,300.0,303000.0,42420.0,0.14,260580.0,252500.0,0.9690000000000001,8080.0,0.026699999999999998,Low,2014-10-01,10.0, October ,2014.0
Channel Partners,Germany, Paseo , High ,1013.0,10.0,12.0,12156.0,1580.28,0.13,10575.72,3039.0,0.2874,7536.72,0.62,High,2014-12-01,12.0, December ,2014.0
Channel Partners,Germany, Velo , High ,1013.0,120.0,12.0,12156.0,1580.28,0.13,10575.72,3039.0,0.2874,7536.72,0.62,High,2014-12-01,12.0, December ,2014.0
Government,Germany, Carretera , Medium ,1016.0,3.0,7.0,7112.0,355.6,0.05,6756.4,5080.0,0.7519,1676.4,0.2357,Medium,2013-11-01,11.0, November ,2013.0
Enterprise,France, Carretera , High ,1023.0,3.0,125.0,127875.0,17902.5,0.14,109972.5,122760.0,1.1162999999999998,-12787.5,-0.1,Low,2013-09-01,9.0, September ,2013.0
Government,France, Paseo , Low ,1030.0,10.0,7.0,7210.0,72.1,0.01,7137.9,5150.0,0.7215,1987.9,0.2757,Medium,2014-05-01,5.0, May ,2014.0
Government,France, Paseo , Medium ,1031.0,10.0,7.0,7217.0,505.19,0.07,6711.81,5155.0,0.768,1556.81,0.2157,Medium,2013-09-01,9.0, September ,2013.0
Government,France, Velo , Medium ,1033.0,120.0,20.0,20660.0,1033.0,0.05,19627.0,10330.0,0.5263,9297.0,0.45,High,2013-12-01,12.0, December ,2013.0
Government,Mexico, Paseo , Medium ,1038.0,10.0,20.0,20760.0,1868.4,0.09,18891.6,10380.0,0.5495,8511.6,0.41,High,2014-06-01,6.0, June ,2014.0
Government,Mexico, Amarilla , Medium ,1038.0,260.0,20.0,20760.0,1868.4,0.09,18891.6,10380.0,0.5495,8511.6,0.41,High,2014-06-01,6.0, June ,2014.0
Channel Partners,France, Paseo , Low ,1055.0,10.0,12.0,12660.0,253.2,0.02,12406.8,3165.0,0.2551,9241.8,0.73,High,2014-12-01,12.0, December ,2014.0
Channel Partners,France, Velo , Low ,1055.0,120.0,12.0,12660.0,253.2,0.02,12406.8,3165.0,0.2551,9241.8,0.73,High,2014-12-01,12.0, December ,2014.0
Government,United States of America, Paseo , Low ,1056.0,10.0,20.0,21120.0,844.8,0.04,20275.2,10560.0,0.5207999999999999,9715.2,0.46,High,2014-09-01,9.0, September ,2014.0
Enterprise,Mexico, Amarilla , Low ,1074.0,260.0,125.0,134250.0,5370.0,0.04,128880.0,128880.0,1.0,0.0,0.0,Low,2014-04-01,4.0, April ,2014.0
Channel Partners,Mexico, Paseo , Low ,1084.0,10.0,12.0,13008.0,260.16,0.02,12747.84,3252.0,0.2551,9495.84,0.73,High,2014-12-01,12.0, December ,2014.0
Channel Partners,Mexico, Velo , Low ,1084.0,120.0,12.0,13008.0,260.16,0.02,12747.84,3252.0,0.2551,9495.84,0.73,High,2014-12-01,12.0, December ,2014.0
Enterprise,Germany, Carretera , High ,1085.0,3.0,125.0,135625.0,20343.75,0.15,115281.25,130200.0,1.1294,-14918.75,-0.11,Low,2014-10-01,10.0, October ,2014.0
Enterprise,Germany, Paseo , High ,1085.0,10.0,125.0,135625.0,20343.75,0.15,115281.25,130200.0,1.1294,-14918.75,-0.11,Low,2014-10-01,10.0, October ,2014.0
Small Business,Canada, Carretera , Medium ,1094.0,3.0,300.0,328200.0,29538.0,0.09,298662.0,273500.0,0.9158,25162.0,0.0767,Low,2014-06-01,6.0, June ,2014.0
Small Business,Canada, Paseo , Medium ,1094.0,10.0,300.0,328200.0,29538.0,0.09,298662.0,273500.0,0.9158,25162.0,0.0767,Low,2014-06-01,6.0, June ,2014.0
Government,Germany, Paseo , Medium ,1095.0,10.0,7.0,7665.0,613.2,0.08,7051.8,5475.0,0.7764,1576.8,0.2057,Medium,2014-05-01,5.0, May ,2014.0
Small Business,Mexico, Montana , Medium ,1100.0,5.0,300.0,330000.0,16500.0,0.05,313500.0,275000.0,0.8772,38500.0,0.1167,Low,2013-12-01,12.0, December ,2013.0
Small Business,Mexico, Amarilla , Low ,1101.0,260.0,300.0,330300.0,6606.0,0.02,323694.0,275250.0,0.8503000000000001,48444.0,0.1467,Low,2014-03-01,3.0, March ,2014.0
Enterprise,Mexico, Paseo , Medium ,1114.0,10.0,125.0,139250.0,11140.0,0.08,128110.0,133680.0,1.0434999999999999,-5570.0,-0.04,Low,2014-03-01,3.0, March ,2014.0
Channel Partners,Germany, Carretera , Medium ,1116.0,3.0,12.0,13392.0,669.6,0.05,12722.4,3348.0,0.2632,9374.4,0.7,High,2014-02-01,2.0, February ,2014.0
Government,United States of America, Carretera , Medium ,1117.5,3.0,20.0,22350.0,1341.0,0.06,21009.0,11175.0,0.5318999999999999,9834.0,0.44,High,2014-01-01,1.0, January ,2014.0
Government,Canada, Amarilla , Medium ,1118.0,260.0,20.0,22360.0,1565.2,0.07,20794.8,11180.0,0.5376,9614.8,0.43,High,2014-11-01,11.0, November ,2014.0
Government,Mexico, Paseo , High ,1122.0,10.0,20.0,22440.0,2468.4,0.11,19971.6,11220.0,0.5618,8751.6,0.39,Medium,2014-03-01,3.0, March ,2014.0
Small Business,Germany, Paseo , Medium ,1123.0,10.0,300.0,336900.0,23583.0,0.07,313317.0,280750.0,0.8961,32567.0,0.0967,Low,2013-09-01,9.0, September ,2013.0
Government,Mexico, VTT , Medium ,1123.0,250.0,20.0,22460.0,1347.6,0.06,21112.4,11230.0,0.5318999999999999,9882.4,0.44,High,2013-11-01,11.0, November ,2013.0
Channel Partners,Mexico, Amarilla , Medium ,1123.0,260.0,12.0,13476.0,673.8,0.05,12802.2,3369.0,0.2632,9433.2,0.7,High,2014-08-01,8.0, August ,2014.0
Government,Canada, Velo , Medium ,1135.0,120.0,7.0,7945.0,556.15,0.07,7388.85,5675.0,0.768,1713.85,0.2157,Medium,2014-06-01,6.0, June ,2014.0
Government,Canada, Amarilla , Medium ,1135.0,260.0,7.0,7945.0,556.15,0.07,7388.85,5675.0,0.768,1713.85,0.2157,Medium,2014-06-01,6.0, June ,2014.0
Enterprise,Mexico, Montana , Low ,1138.0,5.0,125.0,142250.0,5690.0,0.04,136560.0,136560.0,1.0,0.0,0.0,Low,2014-12-01,12.0, December ,2014.0
Enterprise,Mexico, Paseo , Low ,1138.0,10.0,125.0,142250.0,5690.0,0.04,136560.0,136560.0,1.0,0.0,0.0,Low,2014-12-01,12.0, December ,2014.0
Channel Partners,United States of America, Montana , Low ,1142.0,5.0,12.0,13704.0,274.08,0.02,13429.92,3426.0,0.2551,10003.92,0.73,High,2014-06-01,6.0, June ,2014.0
Channel Partners,United States of America, Paseo , Low ,1142.0,10.0,12.0,13704.0,274.08,0.02,13429.92,3426.0,0.2551,10003.92,0.73,High,2014-06-01,6.0, June ,2014.0
Government,United States of America, Paseo ,None,1143.0,10.0,7.0,8001.0,0.0,0.0,8001.0,5715.0,0.7143,2286.0,0.2857,Medium,2014-10-01,10.0, October ,2014.0
Government,United States of America, Amarilla ,None,1143.0,260.0,7.0,8001.0,0.0,0.0,8001.0,5715.0,0.7143,2286.0,0.2857,Medium,2014-10-01,10.0, October ,2014.0
Midmarket,United States of America, Paseo , Medium ,1153.0,10.0,15.0,17295.0,1037.7,0.06,16257.3,11530.0,0.7092,4727.3,0.2733,Medium,2014-10-01,10.0, October ,2014.0
Midmarket,United States of America, VTT , Medium ,1153.0,250.0,15.0,17295.0,1037.7,0.06,16257.3,11530.0,0.7092,4727.3,0.2733,Medium,2014-10-01,10.0, October ,2014.0
Government,Germany, Paseo , High ,1158.0,10.0,20.0,23160.0,3474.0,0.15,19686.0,11580.0,0.5882000000000001,8106.0,0.35,Medium,2014-03-01,3.0, March ,2014.0
Government,Germany, Montana , Medium ,1159.0,5.0,7.0,8113.0,405.65,0.05,7707.35,5795.0,0.7519,1912.35,0.2357,Medium,2013-10-01,10.0, October ,2013.0
Government,Germany, Amarilla , Medium ,1159.0,260.0,7.0,8113.0,405.65,0.05,7707.35,5795.0,0.7519,1912.35,0.2357,Medium,2013-10-01,10.0, October ,2013.0
Enterprise,France, Carretera , High ,1174.0,3.0,125.0,146750.0,22012.5,0.15,124737.5,140880.0,1.1294,-16142.5,-0.11,Low,2014-08-01,8.0, August ,2014.0
Midmarket,Germany, Paseo , High ,1175.0,10.0,15.0,17625.0,2643.75,0.15,14981.25,11750.0,0.7843000000000001,3231.25,0.1833,Medium,2014-10-01,10.0, October ,2014.0
Midmarket,Germany, VTT , High ,1175.0,250.0,15.0,17625.0,2643.75,0.15,14981.25,11750.0,0.7843000000000001,3231.25,0.1833,Medium,2014-10-01,10.0, October ,2014.0
Government,United States of America, Paseo , High ,1177.0,10.0,350.0,411950.0,57673.0,0.14,354277.0,306020.0,0.8637999999999999,48257.0,0.11710000000000001,Low,2014-11-01,11.0, November ,2014.0
Small Business,France, Montana , High ,1186.0,5.0,300.0,355800.0,42696.0,0.12,313104.0,296500.0,0.9470000000000001,16604.0,0.0467,Low,2013-12-01,12.0, December ,2013.0
Government,France, Velo , High ,1190.0,120.0,7.0,8330.0,1082.9,0.13,7247.1,5950.0,0.821,1297.1,0.1557,Medium,2014-06-01,6.0, June ,2014.0
Government,France, Amarilla , High ,1190.0,260.0,7.0,8330.0,1082.9,0.13,7247.1,5950.0,0.821,1297.1,0.1557,Medium,2014-06-01,6.0, June ,2014.0
Government,Mexico, Paseo , High ,1197.0,10.0,350.0,418950.0,50274.0,0.12,368676.0,311220.0,0.8442000000000001,57456.0,0.1371,Low,2014-11-01,11.0, November ,2014.0
Channel Partners,France, Carretera , High ,1198.0,3.0,12.0,14376.0,1581.36,0.11,12794.64,3594.0,0.2809,9200.64,0.64,High,2013-10-01,10.0, October ,2013.0
Channel Partners,France, Paseo , High ,1198.0,10.0,12.0,14376.0,1581.36,0.11,12794.64,3594.0,0.2809,9200.64,0.64,High,2013-10-01,10.0, October ,2013.0
Government,Germany, Montana , High ,1199.0,5.0,350.0,419650.0,58751.0,0.14,360899.0,311740.0,0.8637999999999999,49159.0,0.11710000000000001,Low,2014-04-01,4.0, April ,2014.0
Government,Mexico, Carretera , Low ,1210.0,3.0,350.0,423500.0,4235.0,0.01,419265.0,314600.0,0.7504000000000001,104665.0,0.24710000000000001,Medium,2014-03-01,3.0, March ,2014.0
Small Business,France, Velo , Medium ,1221.0,120.0,300.0,366300.0,21978.0,0.06,344322.0,305250.0,0.8865000000000001,39072.0,0.1067,Low,2013-10-01,10.0, October ,2013.0
Small Business,France, VTT , Medium ,1221.0,250.0,300.0,366300.0,21978.0,0.06,344322.0,305250.0,0.8865000000000001,39072.0,0.1067,Low,2013-10-01,10.0, October ,2013.0
Midmarket,France, Paseo , Medium ,1227.0,10.0,15.0,18405.0,1656.45,0.09,16748.55,12270.0,0.7326,4478.55,0.2433,Medium,2014-10-01,10.0, October ,2014.0
Midmarket,France, VTT , Medium ,1227.0,250.0,15.0,18405.0,1656.45,0.09,16748.55,12270.0,0.7326,4478.55,0.2433,Medium,2014-10-01,10.0, October ,2014.0
Government,Canada, Paseo , Medium ,1228.0,10.0,350.0,429800.0,21490.0,0.05,408310.0,319280.0,0.782,89030.0,0.2071,Medium,2013-10-01,10.0, October ,2013.0
Government,Canada, Amarilla , Medium ,1228.0,260.0,350.0,429800.0,21490.0,0.05,408310.0,319280.0,0.782,89030.0,0.2071,Medium,2013-10-01,10.0, October ,2013.0
Government,Mexico, Paseo , High ,1233.0,10.0,20.0,24660.0,2959.2,0.12,21700.8,12330.0,0.5682,9370.8,0.38,Medium,2014-12-01,12.0, December ,2014.0
Government,Mexico, VTT , High ,1233.0,250.0,20.0,24660.0,2959.2,0.12,21700.8,12330.0,0.5682,9370.8,0.38,Medium,2014-12-01,12.0, December ,2014.0
Government,United States of America, Amarilla , Low ,1236.0,260.0,20.0,24720.0,494.4,0.02,24225.6,12360.0,0.5102,11865.6,0.48,High,2014-11-01,11.0, November ,2014.0
Government,Canada, Montana , High ,1249.0,5.0,20.0,24980.0,3247.4,0.13,21732.6,12490.0,0.5747,9242.6,0.37,Medium,2014-10-01,10.0, October ,2014.0
Government,Canada, Paseo , High ,1249.0,10.0,20.0,24980.0,3247.4,0.13,21732.6,12490.0,0.5747,9242.6,0.37,Medium,2014-10-01,10.0, October ,2014.0
Small Business,Germany, Velo , Medium ,1250.0,120.0,300.0,375000.0,18750.0,0.05,356250.0,312500.0,0.8772,43750.0,0.1167,Low,2014-12-01,12.0, December ,2014.0
Small Business,Germany, Amarilla , Medium ,1250.0,260.0,300.0,375000.0,18750.0,0.05,356250.0,312500.0,0.8772,43750.0,0.1167,Low,2014-12-01,12.0, December ,2014.0
Government,Germany, Paseo , Medium ,1259.0,10.0,7.0,8813.0,705.04,0.08,8107.96,6295.0,0.7764,1812.96,0.2057,Medium,2014-04-01,4.0, April ,2014.0
Midmarket,Canada, Velo , Medium ,1262.0,120.0,15.0,18930.0,1325.1,0.07,17604.9,12620.0,0.7168000000000001,4984.9,0.2633,Medium,2014-05-01,5.0, May ,2014.0
Government,United States of America, VTT , Medium ,1265.0,250.0,20.0,25300.0,1265.0,0.05,24035.0,12650.0,0.5263,11385.0,0.45,High,2013-11-01,11.0, November ,2013.0
Government,Canada, Velo , Medium ,1269.0,120.0,350.0,444150.0,39973.5,0.09,404176.5,329940.0,0.8162999999999999,74236.5,0.1671,Medium,2014-10-01,10.0, October ,2014.0
Government,Canada, Amarilla , Medium ,1269.0,260.0,350.0,444150.0,39973.5,0.09,404176.5,329940.0,0.8162999999999999,74236.5,0.1671,Medium,2014-10-01,10.0, October ,2014.0
Government,France, VTT , High ,1281.0,250.0,350.0,448350.0,62769.0,0.14,385581.0,333060.0,0.8637999999999999,52521.0,0.11710000000000001,Low,2013-12-01,12.0, December ,2013.0
Government,United States of America, Montana , Medium ,1282.0,5.0,20.0,25640.0,2051.2,0.08,23588.8,12820.0,0.5435,10768.8,0.42,High,2014-06-01,6.0, June ,2014.0
Government,United States of America, Amarilla , Medium ,1282.0,260.0,20.0,25640.0,2051.2,0.08,23588.8,12820.0,0.5435,10768.8,0.42,High,2014-06-01,6.0, June ,2014.0
Small Business,Canada, Montana , Medium ,1283.0,5.0,300.0,384900.0,30792.0,0.08,354108.0,320750.0,0.9057999999999999,33358.0,0.0867,Low,2013-09-01,9.0, September ,2013.0
Enterprise,France, Montana , Low ,1287.0,5.0,125.0,160875.0,4826.25,0.03,156048.75,154440.0,0.9897,1608.75,0.01,Low,2014-12-01,12.0, December ,2014.0
Enterprise,France, Paseo , Low ,1287.0,10.0,125.0,160875.0,4826.25,0.03,156048.75,154440.0,0.9897,1608.75,0.01,Low,2014-12-01,12.0, December ,2014.0
Channel Partners,Canada, Carretera , Low ,1295.0,3.0,12.0,15540.0,310.8,0.02,15229.2,3885.0,0.2551,11344.2,0.73,High,2014-10-01,10.0, October ,2014.0
Channel Partners,Canada, Paseo , Low ,1295.0,10.0,12.0,15540.0,310.8,0.02,15229.2,3885.0,0.2551,11344.2,0.73,High,2014-10-01,10.0, October ,2014.0
Government,United States of America, Montana , High ,1298.0,5.0,7.0,9086.0,1181.18,0.13,7904.82,6490.0,0.821,1414.82,0.1557,Medium,2014-02-01,2.0, February ,2014.0
Government,France, Paseo , Medium ,1303.0,10.0,20.0,26060.0,1303.0,0.05,24757.0,13030.0,0.5263,11727.0,0.45,High,2014-02-01,2.0, February ,2014.0
Government,Germany, Velo , Medium ,1307.0,120.0,350.0,457450.0,41170.5,0.09,416279.5,339820.0,0.8162999999999999,76459.5,0.1671,Medium,2014-07-01,7.0, July ,2014.0
Government,Germany, Carretera ,None,1321.0,3.0,20.0,26420.0,0.0,0.0,26420.0,13210.0,0.5,13210.0,0.5,High,2014-01-01,1.0, January ,2014.0
Small Business,France, Paseo , Medium ,1324.0,10.0,300.0,397200.0,35748.0,0.09,361452.0,331000.0,0.9158,30452.0,0.0767,Low,2014-11-01,11.0, November ,2014.0
Government,Canada, VTT , Low ,1326.0,250.0,7.0,9282.0,92.82,0.01,9189.18,6630.0,0.7215,2559.18,0.2757,Medium,2014-03-01,3.0, March ,2014.0
Government,Mexico, Velo , Medium ,1333.0,120.0,7.0,9331.0,559.86,0.06,8771.14,6665.0,0.7598999999999999,2106.14,0.2257,Medium,2014-11-01,11.0, November ,2014.0
Government,Germany, Amarilla , Medium ,1350.0,260.0,350.0,472500.0,23625.0,0.05,448875.0,351000.0,0.782,97875.0,0.2071,Medium,2014-02-01,2.0, February ,2014.0
Government,United States of America, VTT , Medium ,1351.5,250.0,350.0,473025.0,42572.25,0.09,430452.75,351390.0,0.8162999999999999,79062.75,0.1671,Medium,2014-04-01,4.0, April ,2014.0
Small Business,Germany, Paseo , High ,1359.0,10.0,300.0,407700.0,48924.0,0.12,358776.0,339750.0,0.9470000000000001,19026.0,0.0467,Low,2014-11-01,11.0, November ,2014.0
Government,Mexico, Carretera , Medium ,1362.0,3.0,350.0,476700.0,38136.0,0.08,438564.0,354120.0,0.8075,84444.0,0.1771,Medium,2014-12-01,12.0, December ,2014.0
Government,Mexico, Paseo , Medium ,1362.0,10.0,350.0,476700.0,38136.0,0.08,438564.0,354120.0,0.8075,84444.0,0.1771,Medium,2014-12-01,12.0, December ,2014.0
